parish,state,project,name,contrac_status,field_status,start_date,end_date,total_mi,mi_remain_plan,mi_remain_contrac_adj,passings,passings_remain_plan,passings_remain_contrac_adj,nepa_overlap_mi,nepa_approved_mi,nepa_blocked_mi,nepa_status,nepa_passing_at_risk,bead_passing,bead_complete_contrac_adj,bead_remain_contrac_adj,bead_rc_points_total,bead_rc_RC1_2,bead_rc_RC3,bead_rc_RC4,bead_rc_RC5_BDC,bead_rc_RC5_OTHER,bead_rc_Jason_Cut,labor_remain_usd,material_remain_usd,unsplit_remain_usd,mainline_remain_usd_total,labor_remain_source,reason_codes,ocius_project_id
Lincoln County,AR,DA-5873,Lincoln County-NONE-DA-5873-APPROVEDDESIGNAREAS - Grady,(no ROQ job),complete,2023-01-03,2023-02-02,17.3,9.27,9.27,319.0,44.0,44.0,0.0,0.0,0.0,no_data,44.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,wave1_pinned_authority,
Winn Parish,LA,DA-6839,Winn Parish-NONE-DA-6839-APPROVEDDESIGNAREAS - Winn North,(no ROQ job),not_started,,,0.02,0.02,0.02,43.0,43.0,43.0,5.47,5.47,0.0,clear,0.0,25.0,0.0,25.0,13,0,13,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Allen Parish,LA,DA-6102,Allen Parish-NONE-DA-6102-APPROVEDDESIGNAREAS - Allen South 1,(no ROQ job),not_started,,,0.04,0.04,0.04,40.0,40.0,40.0,0.0,0.0,0.0,no_data,40.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
De Soto Parish,LA,DA-6764,De Soto Parish-NONE-DA-6764-APPROVEDDESIGNAREAS - Mansfield Northwest,(no ROQ job),not_started,,,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,no_data,40.0,4.0,0.0,4.0,2,0,1,0,0,1,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Evangeline Parish,LA,CDA-28971,Evangeline Parish-NONE-CDA-28971-Stat Area - 2027 - CDA-28971,(no ROQ job),not_started,,,0.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,0.0,no_data,39.0,17.0,0.0,17.0,3,0,1,0,0,0,2,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Catahoula Parish,LA,CDA-29100,Catahoula Parish-NONE-CDA-29100-Stat Area - 2026 - CDA-29100,(no ROQ job),not_started,2027-01-01,2027-01-31,0.5,0.5,0.5,37.0,37.0,37.0,0.0,0.0,0.0,no_data,37.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread",
Winn Parish,LA,CA-8502,Winn Parish-NONE-CA-8502-Construction Area - Calvin Winn North,In Construction,in_construction,2025-09-01,2026-01-31,41.38,0.0,1.2,487.0,1.0,33.7,0.0,0.0,0.0,no_data,33.7,20.0,18.6,1.4,1,0,1,0,0,0,0,0.0,39739.4,261884.34,301623.73,matched_williams825_pin,wave1_pinned_authority,346
Vernon Parish,LA,CA-9385,Vernon Parish-NONE-CA-9385-Construction Area - Toledo Bend - Vernon,(no ROQ job),in_construction,2026-08-01,2026-09-30,5.06,2.92,2.92,32.0,32.0,32.0,1.06,0.0,1.06,blocked,32.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_ic_remain_from_now",
Natchitoches Parish,LA,CA-8929,Natchitoches Parish-NONE-CA-8929-Construction Area - NE Natchitoches,Loaded,in_construction,2026-01-01,2026-02-28,57.05,22.06,22.06,456.0,31.0,31.0,0.0,0.0,0.0,no_data,31.0,4.0,3.7,0.3,0,0,0,0,0,0,0,207628.43,142360.33,361046.56,711035.33,matched_williams825_pin,wave1_pinned_authority,390
Winn Parish,LA,CA-8500,Winn Parish-NONE-CA-8500-Construction Area - Sikes Service Area,In Construction,in_construction,2025-09-01,2026-01-31,119.25,58.52,3.78,789.0,291.0,31.0,8.62,8.62,0.0,clear,0.0,72.0,69.2,2.8,8,0,8,0,0,0,0,0.0,120457.16,754647.15,875104.32,matched_williams825_pin,wave1_pinned_authority,364
Vernon Parish,LA,CA-9364,Vernon Parish-NONE-CA-9364-Construction Area - NLSVL Addition,(no ROQ job),not_started,2027-01-01,2027-01-31,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,no_data,29.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread",
Winn Parish,LA,CA-8486,Winn Parish-NONE-CA-8486-Construction Area - Winnfield South,In Construction,in_construction,2025-07-01,2025-11-30,128.7,13.66,4.42,1143.0,130.0,28.6,4.12,1.3,2.82,partial,28.6,96.0,93.6,2.4,11,0,9,0,1,0,1,0.0,59604.88,814465.75,874070.63,matched_williams825_pin,wave1_pinned_authority,325
De Soto Parish,LA,DA-6762,De Soto Parish-NONE-DA-6762-APPROVEDDESIGNAREAS - Mansfield West,(no ROQ job),not_started,,,0.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,0.0,no_data,27.0,8.0,0.0,8.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-03-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Winn Parish,LA,CA-8932,Winn Parish-NONE-CA-8932-Construction Area - St Maurice - Winn,(no ROQ job),complete,2026-01-01,2026-06-30,33.65,0.0,0.0,632.0,27.0,27.0,6.24,0.0,6.24,blocked,27.0,31.0,29.7,1.3,8,0,4,0,0,2,2,0.0,32785.02,212957.15,245742.17,matched_williams825_pin,wave1_pinned_authority,387
Winn Parish,LA,CA-8915,Winn Parish-NONE-CA-8915-Construction Area - Winn Transport,In Construction,in_construction,2025-10-01,2026-02-28,85.7,32.03,4.54,1295.0,757.0,26.7,11.21,5.25,5.96,partial,26.7,264.0,258.5,5.5,15,0,15,0,0,0,0,157021.57,129389.08,542298.19,828708.84,matched_williams825_pin,wave1_pinned_authority,365
Pearl River County,MS,CDA-32567,Pearl River County-NONE-CDA-32567-Stat Area - 2027 - CDA-32567,(no ROQ job),not_started,2027-01-01,2027-03-31,3.39,3.39,3.39,26.0,26.0,26.0,0.0,0.0,0.0,no_data,26.0,16.0,0.0,16.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Sabine Parish,LA,CDA-29049,Sabine Parish-NONE-CDA-29049-Stat Area - 2027 - CDA-29049,(no ROQ job),not_started,,,0.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,0.0,no_data,24.0,3.0,0.0,3.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
De Soto Parish,LA,DA-6763,De Soto Parish-NONE-DA-6763-APPROVEDDESIGNAREAS - Longstreet,(no ROQ job),not_started,,,0.0,0.0,0.0,23.0,23.0,23.0,0.51,0.0,0.51,blocked,23.0,4.0,0.0,4.0,2,0,2,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Red River Parish,LA,CA-8498,Red River Parish-NONE-CA-8498-Construction Area - Martin Preterm 1,In Construction,in_construction,2025-10-01,2026-01-31,44.95,0.0,2.37,424.0,0.0,22.3,0.0,0.0,0.0,no_data,22.3,3.0,2.8,0.2,1,0,0,0,0,1,0,0.0,105165.29,379090.23,484255.52,matched_williams825_pin,wave1_pinned_authority,367
Avoyelles Parish,LA,DA-6808,Avoyelles Parish-NONE-DA-6808-APPROVEDDESIGNAREAS - Avoyelles Extended North,(no ROQ job),not_started,,,0.0,0.0,0.0,22.0,22.0,22.0,2.47,0.0,2.47,blocked,22.0,8.0,0.0,8.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_bucket_a_williams_2026, exhausted_parent_gis_review",
Jefferson Davis Parish,LA,CDA-25749,Jefferson Davis Parish-NONE-CDA-25749-Stat Area - 2026 - CDA-25749,(no ROQ job),not_started,,,0.03,0.03,0.03,21.0,21.0,21.0,25.69,0.0,25.69,blocked,21.0,4.0,0.0,4.0,15,0,15,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread, exhausted_parent_gis_review",
Avoyelles Parish,LA,CDA-28979,Avoyelles Parish-NONE-CDA-28979-Stat Area - 2026 - CDA-28979,(no ROQ job),not_started,,,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,no_data,20.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Beauregard Parish,LA,DA-6740,Beauregard Parish-NONE-DA-6740-APPROVEDDESIGNAREAS - South Deridder Design Area,(no ROQ job),not_started,,,0.0,0.0,0.0,23.0,20.0,20.0,0.09,0.09,0.0,clear,0.0,5.0,0.7,4.3,2,0,0,0,0,2,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,CA-8499,Red River Parish-NONE-CA-8499-Construction Area - Cross Roads Service Area,In Construction,in_construction,2025-10-01,2026-02-28,60.78,60.78,1.73,682.0,682.0,19.4,4.24,0.0,4.24,blocked,19.4,71.0,69.0,2.0,12,0,4,0,0,6,2,0.0,129620.25,487005.14,616625.4,matched_williams825_pin,wave1_pinned_authority,366
Natchitoches Parish,LA,CA-8930,Natchitoches Parish-NONE-CA-8930-Construction Area - Lotus,(no ROQ job),in_construction,2025-09-01,2025-09-30,9.56,9.56,9.56,19.0,19.0,19.0,9.81,0.0,9.81,blocked,19.0,20.0,0.0,20.0,20,0,2,0,0,0,18,,,,,no_ocius_job_match,wave1_pinned_authority,
St. Helena Parish,LA,CA-8487,St. Helena Parish-NONE-CA-8487-Construction Area - St Helena West,In Construction,in_construction,2025-09-01,2025-11-30,49.27,12.77,1.44,462.0,142.0,18.8,0.86,0.0,0.86,blocked,18.8,85.0,81.5,3.5,7,0,7,0,0,0,0,53219.52,33686.07,311800.53,398706.12,matched_williams825_pin,wave1_pinned_authority,329
Winn Parish,LA,DA-6774,Winn Parish-NONE-DA-6774-APPROVEDDESIGNAREAS - St. Maurice,(no ROQ job),not_started,,,0.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,no_data,18.0,4.0,0.0,4.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Lamar County,MS,CDA-32571,Lamar County-NONE-CDA-32571-Stat Area - 2027 - CDA-32571,(no ROQ job),not_started,2026-10-01,2026-10-31,1.07,1.07,1.07,17.0,17.0,17.0,0.0,0.0,0.0,no_data,17.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Avoyelles Parish,LA,CDA-28977,Avoyelles Parish-NONE-CDA-28977-Stat Area - 2027 - CDA-28977,(no ROQ job),not_started,2026-10-01,2026-10-31,1.44,1.44,1.44,18.0,16.0,16.0,0.85,0.0,0.85,blocked,16.0,15.0,1.7,13.3,4,0,0,0,1,3,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Lamar County,MS,DA-7300,Lamar County-NONE-DA-7300-APPROVEDDESIGNAREAS - Southeast Lamar County 2 RDOF,(no ROQ job),not_started,,,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,no_data,16.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Bienville Parish,LA,DA-10507,Bienville Parish-NONE-DA-10507-APPROVEDDESIGNAREAS - Bienville RDOF,(no ROQ job),not_started,,,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,no_data,14.0,3.0,0.0,3.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Grant Parish,LA,DA-6814,Grant Parish-NONE-DA-6814-APPROVEDDESIGNAREAS - Grant South,(no ROQ job),not_started,,,0.0,0.0,0.0,14.0,14.0,14.0,3.58,0.0,3.58,blocked,14.0,9.0,0.0,9.0,1,0,0,0,0,1,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread, exhausted_parent_gis_review",
West Feliciana Parish,LA,DA-2888,West Feliciana Parish-NONE-DA-2888-APPROVEDDESIGNAREAS - West Feliciana Gumbo,(no ROQ job),not_started,,,0.0,0.0,0.0,14.0,14.0,14.0,1.17,0.0,1.17,blocked,14.0,13.0,0.0,13.0,2,0,1,0,0,1,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Simpson County,MS,CDA-32556,Simpson County-NONE-CDA-32556-Stat Area - 2027 - CDA-32556,(no ROQ job),not_started,2026-11-01,2026-12-31,1.29,1.29,1.29,13.0,13.0,13.0,0.0,0.0,0.0,no_data,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
St. Helena Parish,LA,DA-7298,St. Helena Parish-NONE-DA-7298-APPROVEDDESIGNAREAS - St. Helena Northeast,(no ROQ job),not_started,,,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,no_data,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
De Soto Parish,LA,DA-6832,De Soto Parish-NONE-DA-6832-APPROVEDDESIGNAREAS - Logansport,(no ROQ job),not_started,,,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,no_data,12.0,6.0,0.0,6.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Lafayette Parish,LA,DA-10975,Lafayette Parish-NONE-DA-10975-APPROVEDDESIGNAREAS - Lafayette-1,(no ROQ job),,,,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,no_data,12.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, exhausted_parent_gis_review",
Natchitoches Parish,LA,CA-9805,Natchitoches Parish-NONE-CA-9805-Construction Area - Natchitoches RDOF remaining,(no ROQ job),,2025-08-01,2025-08-31,3.11,3.11,3.11,12.0,12.0,12.0,0.29,0.0,0.29,blocked,12.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, wave1_habit_resize",
Rapides Parish,LA,DA-6753,Rapides Parish-NONE-DA-6753-APPROVEDDESIGNAREAS - Mcnary North,(no ROQ job),not_started,,,0.0,0.0,0.0,12.0,12.0,12.0,0.83,0.0,0.83,blocked,12.0,1.0,0.0,1.0,1,0,0,1,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,DA-6825,Red River Parish-NONE-DA-6825-APPROVEDDESIGNAREAS - Red River Central,(no ROQ job),not_started,,,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,no_data,12.0,5.0,0.0,5.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,DA-6833,Red River Parish-NONE-DA-6833-APPROVEDDESIGNAREAS - West Red River,(no ROQ job),not_started,,,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,no_data,12.0,4.0,0.0,4.0,4,0,3,1,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Avoyelles Parish,LA,CDA-29093,Avoyelles Parish-NONE-CDA-29093-Stat Area - 2027 - CDA-29093,(no ROQ job),not_started,,,0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,no_data,11.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
De Soto Parish,LA,DA-6766,De Soto Parish-NONE-DA-6766-APPROVEDDESIGNAREAS - Mansfield East,(no ROQ job),not_started,,,0.0,0.0,0.0,11.0,11.0,11.0,1.89,0.0,1.89,blocked,11.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Pearl River County,MS,CDA-32566,Pearl River County-NONE-CDA-32566-Stat Area - 2027 - CDA-32566,(no ROQ job),not_started,,,0.09,0.09,0.09,11.0,11.0,11.0,0.0,0.0,0.0,no_data,11.0,8.0,0.0,8.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Covington County,MS,CDA-32562,Covington County-NONE-CDA-32562-Stat Area - 2027 - CDA-32562,(no ROQ job),not_started,2027-01-01,2027-01-31,0.46,0.46,0.46,10.0,10.0,10.0,0.0,0.0,0.0,no_data,10.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Vernon Parish,LA,DA-10524,Vernon Parish-NONE-DA-10524-APPROVEDDESIGNAREAS - FW - EACAM Build 4,(no ROQ job),not_started,,,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,no_data,10.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"no_hi_identity, wave1_retimed_pass1, exhausted_parent_gis_review",
Wilkinson County,MS,DA-6882,Wilkinson County-NONE-DA-6882-APPROVEDDESIGNAREAS - CPF_BEAM_Southwest,(no ROQ job),not_started,2026-10-01,2026-10-31,0.36,0.36,0.36,10.0,10.0,10.0,0.0,0.0,0.0,no_data,10.0,5.0,0.0,5.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime, parent_polygon_volume_review",
Natchitoches Parish,LA,DA-6771,Natchitoches Parish-NONE-DA-6771-APPROVEDDESIGNAREAS - Melrose,(no ROQ job),not_started,,,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,no_data,9.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread, exhausted_parent_gis_review",
Natchitoches Parish,LA,DA-6824,Natchitoches Parish-NONE-DA-6824-APPROVEDDESIGNAREAS - Natchitoches North,(no ROQ job),not_started,,,0.0,0.0,0.0,9.0,9.0,9.0,0.93,0.0,0.93,blocked,9.0,5.0,0.0,5.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Tensas Parish,LA,DA-6842,Tensas Parish-NONE-DA-6842-APPROVEDDESIGNAREAS - Tensas,(no ROQ job),not_started,,,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,no_data,9.0,6.0,0.0,6.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Evangeline Parish,LA,DA-7287,Evangeline Parish-NONE-DA-7287-APPROVEDDESIGNAREAS - Evangeline Northeast,(no ROQ job),not_started,,,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,no_data,8.0,4.0,0.0,4.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Jefferson Davis Parish,LA,DA-10945,Jefferson Davis Parish-NONE-DA-10945-APPROVEDDESIGNAREAS,(no ROQ job),,,,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,no_data,8.0,3.0,0.0,3.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, exhausted_parent_gis_review",
Natchitoches Parish,LA,DA-6772,Natchitoches Parish-NONE-DA-6772-APPROVEDDESIGNAREAS - Northeast Natchitoches,(no ROQ job),not_started,,,0.0,0.0,0.0,8.0,8.0,8.0,1.75,0.0,1.75,blocked,8.0,2.0,0.0,2.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Pearl River County,MS,DA-10534,Pearl River County-NONE-DA-10534-APPROVEDDESIGNAREAS - MS BEAD Lumberton South,(no ROQ job),not_started,2027-02-01,2027-02-28,0.25,0.25,0.25,8.0,8.0,8.0,0.0,0.0,0.0,no_data,8.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Amite County,MS,DA-6881,Amite County-NONE-DA-6881-APPROVEDDESIGNAREAS - CPF_BEAM_Amite,(no ROQ job),not_started,,,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,no_data,7.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Vernon Parish,LA,CA-1,Vernon Parish-NONE-CA-1-Construction Area - Vernon Erate - Phase 1,(no ROQ job),complete,2024-02-01,2024-05-31,102.55,0.67,0.67,909.0,7.0,7.0,0.34,0.34,0.0,clear,0.0,134.0,133.0,1.0,132,0,6,0,124,2,0,2477595.03,1437993.86,821650.0,4737238.89,matched_williams825_pin,wave1_pinned_authority,11
Vernon Parish,LA,CA-29,Vernon Parish-NONE-CA-29-Construction Area - Vernon Erate - Phase 3.1 Leesville,(no ROQ job),complete,2023-05-22,2023-08-21,35.91,0.74,0.74,614.0,7.0,7.0,0.65,0.0,0.65,blocked,7.0,44.0,43.5,0.5,39,1,1,0,37,0,0,867642.57,583712.47,294791.45,1746146.49,matched_williams825_pin,wave1_pinned_authority,24
Allen Parish,LA,DA-10521,Allen Parish-NONE-DA-10521-APPROVEDDESIGNAREAS - FW - EACAM Build 1,(no ROQ job),not_started,,,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,no_data,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Sabine Parish,LA,DA-4901,Sabine Parish-NONE-DA-4901-APPROVEDDESIGNAREAS - Florien to Hornbeck,(no ROQ job),complete,,,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,no_data,6.0,1.0,0.0,1.0,1,0,0,0,1,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Winn Parish,LA,DA-6745,Winn Parish-NONE-DA-6745-APPROVEDDESIGNAREAS - Winnfield South,(no ROQ job),not_started,,,0.0,0.0,0.0,6.0,6.0,6.0,0.59,0.59,0.0,clear,0.0,1.0,0.0,1.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Amite County,MS,DA-7296,Amite County-NONE-DA-7296-APPROVEDDESIGNAREAS - Olio,(no ROQ job),not_started,,,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Beauregard Parish,LA,DA-6742,Beauregard Parish-NONE-DA-6742-APPROVEDDESIGNAREAS - Ragley Design Area,(no ROQ job),not_started,,,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,4.0,1.1,2.9,57,0,2,0,52,3,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Concordia Parish,LA,CDA-29104,Concordia Parish-NONE-CDA-29104-Stat Area - 2026 - CDA-29104,(no ROQ job),not_started,,,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,1.0,0.0,1.0,1,0,0,0,0,0,1,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Grant Parish,LA,DA-6815,Grant Parish-NONE-DA-6815-APPROVEDDESIGNAREAS - Grant West 1,(no ROQ job),not_started,,,0.0,0.0,0.0,5.0,5.0,5.0,0.54,0.0,0.54,blocked,5.0,4.0,0.0,4.0,3,0,1,0,0,2,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Jefferson County,MS,DA-6880,Jefferson County-NONE-DA-6880-APPROVEDDESIGNAREAS - CPF_BEAM_Fayette,(no ROQ job),not_started,,,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
LaSalle Parish,LA,CA-59,LaSalle Parish-NONE-CA-59-Construction Area - Lasalle Jena,(no ROQ job),complete,2023-01-01,2023-01-31,38.21,0.0,0.0,2699.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,4.0,4.0,0.0,5,0,1,0,2,2,0,923213.61,535832.32,137075.56,1596121.48,matched_williams825_pin,wave1_pinned_authority,38
Lamar County,MS,CDA-32570,Lamar County-NONE-CDA-32570-Stat Area - 2027 - CDA-32570,(no ROQ job),not_started,,,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,no_data,5.0,2.0,0.0,2.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Amite County,MS,DA-7297,Amite County-NONE-DA-7297-APPROVEDDESIGNAREAS - West Gloster,(no ROQ job),not_started,,,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_data,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Avoyelles Parish,LA,CDA-29092,Avoyelles Parish-NONE-CDA-29092-Stat Area - 2027 - CDA-29092,(no ROQ job),not_started,,,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_data,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Evangeline Parish,LA,DA-6769,Evangeline Parish-NONE-DA-6769-APPROVEDDESIGNAREAS - Evangeline North,(no ROQ job),not_started,,,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_data,4.0,3.0,0.0,3.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"no_hi_identity, wave1_pinned_authority, exhausted_parent_gis_review",
Jefferson Davis Parish,LA,DA-10948,Jefferson Davis Parish-NONE-DA-10948-APPROVEDDESIGNAREAS,(no ROQ job),,,,0.0,0.0,0.0,4.0,4.0,4.0,0.37,0.37,0.0,clear,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, exhausted_parent_gis_review",
